,54.37,54.37.XL,SM.54.26,SM.54.28,SM.54.45,SM.54.45.XL,52.42,52.42.XL,52.81,52.97,LP.22.20,LP.22.48,LP.22.48.XL,LP.22.50,LP.22.54,LP.22.54.XL,SM.52.91,NL.2,NL.2.XL,total_count
ID=maker-268_pilon-snap-gene-101.70;Name=maker-268_pilon-snap-gene-101.70,,,,,,,,,,,1,,,,,,,,,1
ID=snap-445_pilon-processed-gene-0.31;Name=snap-445_pilon-processed-gene-0.31,,,,,,,,,,,1,1,1,1,,,1,,,5
ID=maker-445_pilon-snap-gene-22.45;Name=maker-445_pilon-snap-gene-22.45,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-445_pilon-processed-gene-31.103;Name=augustus_masked-445_pilon-processed-gene-31.103,,,,,,,,,,,1,1,1,,,,1,,,4
ID=maker-445_pilon-exonerate_est2genome-gene-39.19;Name=maker-445_pilon-exonerate_est2genome-gene-39.19,,,,,,,,,,,1,,,,,,,1,1,3
ID=snap-920_pilon-processed-gene-50.20;Name=snap-920_pilon-processed-gene-50.20,,,,,,,,,,,1,1,1,1,1,1,,,,6
ID=augustus-263_pilon-processed-gene-20.79;Name=augustus-263_pilon-processed-gene-20.79,,,,,,,,,,,1,,1,,,,,,,2
ID=maker-263_pilon-augustus-gene-24.0;Name=maker-263_pilon-augustus-gene-24.0,,,,,,,,,,,1,,,,,,,1,,2
ID=augustus_masked-519_pilon-processed-gene-2.21;Name=augustus_masked-519_pilon-processed-gene-2.21,,,,,,,,,,,1,,,,,,,,,1
ID=maker-991_pilon-augustus-gene-0.2;Name=maker-991_pilon-augustus-gene-0.2,,,,,,,,,,,1,1,1,,,,,,,3
ID=augustus-382_pilon-processed-gene-6.41;Name=augustus-382_pilon-processed-gene-6.41,,,,,,,,,,,1,1,1,,,,,1,1,5
ID=snap_masked-748_pilon-processed-gene-2.53;Name=snap_masked-748_pilon-processed-gene-2.53,,,,,,,,,,,1,,,,,,,,,1
ID=snap-748_pilon-processed-gene-13.65;Name=snap-748_pilon-processed-gene-13.65,,,,,,,,,,,1,1,1,1,,,1,,,5
ID=maker-518_pilon-exonerate_protein2genome-gene-6.23;Name=maker-518_pilon-exonerate_protein2genome-gene-6.23,,,,,,,,,,,1,1,1,1,,,1,,,5
ID=augustus-347_pilon-processed-gene-6.76;Name=augustus-347_pilon-processed-gene-6.76,,,,,,,,,,,1,,,,,,,,,1
ID=augustus-347_pilon-processed-gene-6.94;Name=augustus-347_pilon-processed-gene-6.94,,,,,,,,,,,1,,,,,,1,,1,3
ID=augustus-215_pilon-processed-gene-11.22;Name=augustus-215_pilon-processed-gene-11.22,,,,,,,,,,,1,,,,,,,,,1
ID=maker-215_pilon-snap-gene-29.61;Name=maker-215_pilon-snap-gene-29.61,,,,,,,,,,,1,,,1,,,,,1,3
ID=augustus-628_pilon-processed-gene-2.20;Name=augustus-628_pilon-processed-gene-2.20,,,,,,,,,,,1,,,,,,,,,1
ID=maker-351_pilon-snap-gene-1.209;Name=maker-351_pilon-snap-gene-1.209,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-351_pilon-processed-gene-24.69;Name=snap_masked-351_pilon-processed-gene-24.69,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-351_pilon-processed-gene-31.7;Name=augustus_masked-351_pilon-processed-gene-31.7,,,,,,,,,,,1,1,1,1,,,,,,4
ID=maker-351_pilon-snap-gene-32.27;Name=maker-351_pilon-snap-gene-32.27,,,,,,,,,,,1,,,,,,,,,1
ID=snap-351_pilon-processed-gene-33.33;Name=snap-351_pilon-processed-gene-33.33,,,,,,,,,,,1,,,,,,,,,1
ID=snap-351_pilon-processed-gene-39.66;Name=snap-351_pilon-processed-gene-39.66,,,,,,,,,,,1,,1,1,,,,,,3
ID=maker-439_pilon-augustus-gene-0.2;Name=maker-439_pilon-augustus-gene-0.2,,,,,,,,,,,1,,,1,,,,1,,3
ID=snap-439_pilon-processed-gene-0.73;Name=snap-439_pilon-processed-gene-0.73,,,,,,,,,,,1,,,1,,,,,,2
ID=maker-439_pilon-snap-gene-2.9;Name=maker-439_pilon-snap-gene-2.9,,,,,,,,,,,1,,,1,,,,,,2
ID=maker-375_pilon-augustus-gene-20.103;Name=maker-375_pilon-augustus-gene-20.103,,,,,,,,,,,1,,,,,,,1,,2
ID=augustus-451_pilon-processed-gene-20.99;Name=augustus-451_pilon-processed-gene-20.99,,,,,,,,,,,1,,,,,,,,,1
ID=maker-780_pilon-augustus-gene-23.0;Name=maker-780_pilon-augustus-gene-23.0,,,,,,,,,,,1,,,,,,,,,1
ID=maker-438_pilon-augustus-gene-43.90;Name=maker-438_pilon-augustus-gene-43.90,,,,,,,,,,,1,,,,,,,,,1
ID=maker-913_pilon-exonerate_protein2genome-gene-4.138;Name=maker-913_pilon-exonerate_protein2genome-gene-4.138,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-372_pilon-abinit-gene-4.12;Name=augustus_masked-372_pilon-abinit-gene-4.12;score=0.03;target_length=980062,,,,,,,,,,,1,1,,,1,1,,1,,5
ID=augustus-372_pilon-processed-gene-5.8;Name=augustus-372_pilon-processed-gene-5.8,,,,,,,,,,,1,,1,,,,1,,,3
ID=maker-372_pilon-snap-gene-6.20;Name=maker-372_pilon-snap-gene-6.20,,,,,,,,,,,1,,,,,,,,,1
ID=snap-379_pilon-processed-gene-8.39;Name=snap-379_pilon-processed-gene-8.39,,,,,,,,,,,1,1,1,,1,,,,,4
ID=augustus_masked-379_pilon-processed-gene-9.30;Name=augustus_masked-379_pilon-processed-gene-9.30,,,,,,,,,,,1,,1,1,,,,,,3
ID=maker-73706_pilon-exonerate_est2genome-gene-0.0;Name=maker-73706_pilon-exonerate_est2genome-gene-0.0,,,,,,,,,,,1,,,,,,,,,1
ID=maker-447_pilon-exonerate_protein2genome-gene-2.51;Name=maker-447_pilon-exonerate_protein2genome-gene-2.51,,,,,,,,,,,1,,1,,,,,,,2
ID=maker-299_pilon-augustus-gene-23.3;Name=maker-299_pilon-augustus-gene-23.3,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-299_pilon-processed-gene-29.30;Name=snap_masked-299_pilon-processed-gene-29.30,,,,,,,,,,,1,,,,,,1,,,2
ID=maker-459_pilon-snap-gene-18.73;Name=maker-459_pilon-snap-gene-18.73,,,,,,,,,,,1,,,,,,,,,1
ID=snap-459_pilon-processed-gene-20.80;Name=snap-459_pilon-processed-gene-20.80,,,,,,,,,,,1,,,,,,,,,1
ID=augustus-345_pilon-processed-gene-6.57;Name=augustus-345_pilon-processed-gene-6.57,,,,,,,,,,,1,1,,1,,,,,,3
ID=maker-345_pilon-augustus-gene-9.0;Name=maker-345_pilon-augustus-gene-9.0,,,,,,,,,,,1,,,,,,,,,1
ID=snap-345_pilon-processed-gene-79.20;Name=snap-345_pilon-processed-gene-79.20,,,,,,,,,,,1,1,1,,,,,,,3
ID=augustus-316_pilon-processed-gene-67.14;Name=augustus-316_pilon-processed-gene-67.14,,,,,,,,,,,1,1,1,,,,,,,3
ID=augustus-316_pilon-processed-gene-86.75;Name=augustus-316_pilon-processed-gene-86.75,,,,,,,,,,,1,,,1,,,1,,,3
ID=snap-316_pilon-processed-gene-102.76;Name=snap-316_pilon-processed-gene-102.76,,,,,,,,,,,1,,,,,,,,,1
ID=snap-700_pilon-processed-gene-10.57;Name=snap-700_pilon-processed-gene-10.57,,,,,,,,,,,1,,,,,,,,1,2
ID=maker-267_pilon-exonerate_protein2genome-gene-13.24;Name=maker-267_pilon-exonerate_protein2genome-gene-13.24,,,,,,,,,,,1,,,,,,,,,1
ID=snap-267_pilon-processed-gene-14.90;Name=snap-267_pilon-processed-gene-14.90,,,,,,,,,,,1,,,,,,,,,1
ID=maker-770_pilon-snap-gene-21.0;Name=maker-770_pilon-snap-gene-21.0,,,,,,,,,,,1,1,1,,,,,,,3
ID=augustus-770_pilon-processed-gene-28.199;Name=augustus-770_pilon-processed-gene-28.199,,,,,,,,,,,1,,,1,,,1,,,3
ID=maker-348_pilon-exonerate_est2genome-gene-19.50;Name=maker-348_pilon-exonerate_est2genome-gene-19.50,,,,,,,,,,,1,,,1,,,,,,2
ID=maker-616_pilon-exonerate_est2genome-gene-5.69;Name=maker-616_pilon-exonerate_est2genome-gene-5.69,,,,,,,,,,,1,,,,,,,,,1
ID=snap-542_pilon-processed-gene-29.56;Name=snap-542_pilon-processed-gene-29.56,,,,,,,,,,,1,1,1,,1,,,,,4
ID=maker-542_pilon-snap-gene-38.185;Name=maker-542_pilon-snap-gene-38.185,,,,,,,,,,,1,,,,,,,,1,2
ID=snap-979_pilon-processed-gene-0.42;Name=snap-979_pilon-processed-gene-0.42,,,,,,,,,,,1,,,,,,,,,1
ID=augustus-414_pilon-processed-gene-18.70;Name=augustus-414_pilon-processed-gene-18.70,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-414_pilon-processed-gene-26.34;Name=augustus_masked-414_pilon-processed-gene-26.34,,,,,,,,,,,1,,,,,,1,,,2
ID=maker-897_pilon-exonerate_protein2genome-gene-0.9;Name=maker-897_pilon-exonerate_protein2genome-gene-0.9,,,,,,,,,,,1,,,,,,,,,1
ID=maker-74056_pilon-snap-gene-16.32;Name=maker-74056_pilon-snap-gene-16.32,,,,,,,,,,,1,1,,1,,,,,,3
ID=snap-74056_pilon-processed-gene-21.67;Name=snap-74056_pilon-processed-gene-21.67,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-457_pilon-processed-gene-6.48;Name=snap_masked-457_pilon-processed-gene-6.48,,,,,,,,,,,1,,,,,,,1,,2
ID=snap-266_pilon-processed-gene-39.103;Name=snap-266_pilon-processed-gene-39.103,,,,,,,,,,,1,,,,,,,,,1
ID=maker-266_pilon-exonerate_protein2genome-gene-95.51;Name=maker-266_pilon-exonerate_protein2genome-gene-95.51,,,,,,,,,,,1,,,,,,1,,,2
ID=augustus_masked-1012_pilon-processed-gene-0.82;Name=augustus_masked-1012_pilon-processed-gene-0.82,,,,,,,,,,,1,,,,,,,,1,2
ID=snap-790_pilon-processed-gene-5.101;Name=snap-790_pilon-processed-gene-5.101,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-827_pilon-processed-gene-2.2;Name=augustus_masked-827_pilon-processed-gene-2.2,,,,,,,,,,,1,,,,,,,,,1
ID=maker-785_pilon-snap-gene-0.67;Name=maker-785_pilon-snap-gene-0.67,,,,,,,,,,,1,,,,,,,,,1
ID=maker-592_pilon-augustus-gene-0.46;Name=maker-592_pilon-augustus-gene-0.46,,,,,,,,,,,1,,,,,,,,,1
ID=evm-985_pilon-processed-gene-0.16;Name=evm-985_pilon-processed-gene-0.16,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-437_pilon-processed-gene-6.41;Name=augustus_masked-437_pilon-processed-gene-6.41,,,,,,,,,,,1,,,,,,,,,1
ID=maker-437_pilon-exonerate_est2genome-gene-20.38;Name=maker-437_pilon-exonerate_est2genome-gene-20.38,,,,,,,,,,,1,,,,,,1,1,1,4
ID=maker-499_pilon-snap-gene-13.17;Name=maker-499_pilon-snap-gene-13.17,,,,,,,,,,,1,1,1,,,,1,,,4
ID=maker-499_pilon-exonerate_protein2genome-gene-18.78;Name=maker-499_pilon-exonerate_protein2genome-gene-18.78,,,,,,,,,,,1,,,,,,,,,1
ID=maker-440_pilon-augustus-gene-4.123;Name=maker-440_pilon-augustus-gene-4.123,,,,,,,,,,,1,,,,,,,,,1
ID=evm-980_pilon-processed-gene-0.32;Name=evm-980_pilon-processed-gene-0.32,,,,,,,,,,,1,,,,,,1,,,2
ID=snap-980_pilon-processed-gene-0.54;Name=snap-980_pilon-processed-gene-0.54,,,,,,,,,,,1,,,,,,,1,1,3
ID=maker-721_pilon-exonerate_est2genome-gene-8.70;Name=maker-721_pilon-exonerate_est2genome-gene-8.70,,,,,,,,,,,1,,,,,,,,,1
ID=maker-721_pilon-exonerate_est2genome-gene-8.73;Name=maker-721_pilon-exonerate_est2genome-gene-8.73,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-357_pilon-processed-gene-9.46;Name=augustus_masked-357_pilon-processed-gene-9.46,,,,,,,,,,,1,,1,,,,,,,2
ID=augustus-504_pilon-processed-gene-0.17;Name=augustus-504_pilon-processed-gene-0.17,,,,,,,,,,,1,,1,,,,,1,,3
ID=augustus-73014_pilon-processed-gene-3.2;Name=augustus-73014_pilon-processed-gene-3.2,,,,,,,,,,,1,,,,,,,,,1
ID=maker-71585_pilon-snap-gene-1.0;Name=maker-71585_pilon-snap-gene-1.0,,,,,,,,,,,1,,,,,,1,,,2
ID=evm-686_pilon-processed-gene-0.16;Name=evm-686_pilon-processed-gene-0.16,,,,,,,,,,,1,,,,,,,,,1
ID=maker-606_pilon-exonerate_protein2genome-gene-63.61;Name=maker-606_pilon-exonerate_protein2genome-gene-63.61,,,,,,,,,,,1,,,,,,,,,1
ID=snap-264_pilon-processed-gene-106.23;Name=snap-264_pilon-processed-gene-106.23,,,,,,,,,,,1,1,1,,,,,,,3
ID=maker-264_pilon-exonerate_est2genome-gene-106.67;Name=maker-264_pilon-exonerate_est2genome-gene-106.67,,,,,,,,,,,1,1,1,,,,,,,3
ID=maker-264_pilon-augustus-gene-106.9;Name=maker-264_pilon-augustus-gene-106.9,,,,,,,,,,,1,1,1,,,,,,,3
ID=maker-264_pilon-augustus-gene-106.67;Name=maker-264_pilon-augustus-gene-106.67,,,,,,,,,,,1,,,,,,1,,,2
ID=maker-264_pilon-exonerate_est2genome-gene-118.44;Name=maker-264_pilon-exonerate_est2genome-gene-118.44,,,,,,,,,,,1,,,,,,,,,1
ID=maker-315_pilon-augustus-gene-12.8;Name=maker-315_pilon-augustus-gene-12.8,,,,,,,,,,,1,1,,,,,,1,,3
ID=maker-383_pilon-exonerate_est2genome-gene-9.48;Name=maker-383_pilon-exonerate_est2genome-gene-9.48,,,,,,,,,,,1,,,,,,,,,1
ID=evm-905_pilon-processed-gene-3.2;Name=evm-905_pilon-processed-gene-3.2,,,,,,,,,,,1,,,,,,,,,1
ID=snap-905_pilon-processed-gene-3.115;Name=snap-905_pilon-processed-gene-3.115,,,,,,,,,,,1,,,,,,,,,1
ID=augustus-482_pilon-processed-gene-4.77;Name=augustus-482_pilon-processed-gene-4.77,,,,,,,,,,,1,,,,,,,,,1
ID=snap-360_pilon-processed-gene-81.18;Name=snap-360_pilon-processed-gene-81.18,,,,,,,,,,,1,1,,,,,1,,,3
ID=maker-973_pilon-snap-gene-8.26;Name=maker-973_pilon-snap-gene-8.26,,,,,,,,,,,1,,,,,,,,,1
ID=maker-975_pilon-augustus-gene-37.65;Name=maker-975_pilon-augustus-gene-37.65,,,,,,,,,,,1,,,,,,,,,1
ID=maker-355_pilon-snap-gene-4.249;Name=maker-355_pilon-snap-gene-4.249,,,,,,,,,,,1,1,1,,,,1,1,1,6
ID=maker-355_pilon-augustus-gene-4.81;Name=maker-355_pilon-augustus-gene-4.81,,,,,,,,,,,1,,,,,,,,1,2
ID=maker-355_pilon-snap-gene-4.287;Name=maker-355_pilon-snap-gene-4.287,,,,,,,,,,,1,,,,,1,,1,1,4
ID=maker-74815_pilon-exonerate_est2genome-gene-1.50;Name=maker-74815_pilon-exonerate_est2genome-gene-1.50,,,,,,,,,,,1,,,,,,,,,1
ID=snap-74980_pilon-processed-gene-2.42;Name=snap-74980_pilon-processed-gene-2.42,,,,,,,,,,,1,,,,,,,,,1
ID=augustus-754_pilon-processed-gene-7.123;Name=augustus-754_pilon-processed-gene-7.123,,,,,,,,,,,1,,1,,,1,,,,3
ID=snap_masked-261_pilon-processed-gene-22.11;Name=snap_masked-261_pilon-processed-gene-22.11,,,,,,,,,,,1,,,,,,,,,1
ID=snap-261_pilon-processed-gene-48.2;Name=snap-261_pilon-processed-gene-48.2,,,,,,,,,,,1,,,,,,,1,1,3
ID=snap-261_pilon-processed-gene-74.66;Name=snap-261_pilon-processed-gene-74.66,,,,,,,,,,,1,,,,,,1,,,2
ID=maker-463_pilon-snap-gene-19.74;Name=maker-463_pilon-snap-gene-19.74,,,,,,,,,,,1,,1,,,,,,,2
ID=maker-73957_pilon-exonerate_est2genome-gene-2.30;Name=maker-73957_pilon-exonerate_est2genome-gene-2.30,,,,,,,,,,,1,,,,,,,,,1
ID=maker-637_pilon-augustus-gene-19.82;Name=maker-637_pilon-augustus-gene-19.82,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-415_pilon-processed-gene-13.70;Name=augustus_masked-415_pilon-processed-gene-13.70,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-768_pilon-processed-gene-11.27;Name=snap_masked-768_pilon-processed-gene-11.27,,,,,,,,,,,1,,,,,,,,,1
ID=snap-768_pilon-processed-gene-11.26;Name=snap-768_pilon-processed-gene-11.26,,,,,,,,,,,1,1,1,,,,,,,3
ID=snap-358_pilon-processed-gene-15.30;Name=snap-358_pilon-processed-gene-15.30,,,,,,,,,,,1,,,,,,,,,1
ID=maker-358_pilon-snap-gene-58.36;Name=maker-358_pilon-snap-gene-58.36,,,,,,,,,,,1,,,,,,,,,1
ID=maker-579_pilon-exonerate_est2genome-gene-13.36;Name=maker-579_pilon-exonerate_est2genome-gene-13.36,,,,,,,,,,,1,,,,,,1,,,2
ID=evm-579_pilon-processed-gene-13.33;Name=evm-579_pilon-processed-gene-13.33,,,,,,,,,,,1,,,,,,1,,,2
ID=snap_masked-579_pilon-processed-gene-37.104;Name=snap_masked-579_pilon-processed-gene-37.104,,,,,,,,,,,1,,,,,,,,,1
ID=snap-462_pilon-processed-gene-11.32;Name=snap-462_pilon-processed-gene-11.32,,,,,,,,,,,1,,1,,,,,,,2
ID=augustus-462_pilon-processed-gene-13.76;Name=augustus-462_pilon-processed-gene-13.76,,,,,,,,,,,1,,,,1,,,,,2
ID=snap-522_pilon-processed-gene-1.21;Name=snap-522_pilon-processed-gene-1.21,,,,,,,,,,,1,,,,,,,,,1
ID=snap-262_pilon-processed-gene-28.119;Name=snap-262_pilon-processed-gene-28.119,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-262_pilon-processed-gene-33.76;Name=snap_masked-262_pilon-processed-gene-33.76,,,,,,,,,,,1,,,,,,,,,1
ID=snap-262_pilon-processed-gene-64.12;Name=snap-262_pilon-processed-gene-64.12,,,,,,,,,,,1,,,,,,,,,1
ID=snap-353_pilon-processed-gene-56.84;Name=snap-353_pilon-processed-gene-56.84,,,,,,,,,,,1,1,1,,,1,1,1,,6
ID=augustus-353_pilon-processed-gene-88.87;Name=augustus-353_pilon-processed-gene-88.87,,,,,,,,,,,1,,1,1,,,,1,1,5
ID=augustus-456_pilon-processed-gene-0.18;Name=augustus-456_pilon-processed-gene-0.18,,,,,,,,,,,1,,,,,,,,1,2
ID=maker-456_pilon-snap-gene-4.66;Name=maker-456_pilon-snap-gene-4.66,,,,,,,,,,,1,,,,,,,,,1
ID=maker-456_pilon-exonerate_est2genome-gene-5.65;Name=maker-456_pilon-exonerate_est2genome-gene-5.65,,,,,,,,,,,1,,,,,,,1,,2
ID=augustus-456_pilon-processed-gene-5.6;Name=augustus-456_pilon-processed-gene-5.6,,,,,,,,,,,1,,,,,,,1,,2
ID=snap-265_pilon-processed-gene-7.29;Name=snap-265_pilon-processed-gene-7.29,,,,,,,,,,,1,,,1,,,,,,2
ID=snap_masked-265_pilon-processed-gene-7.27;Name=snap_masked-265_pilon-processed-gene-7.27,,,,,,,,,,,1,,,1,,,,,,2
ID=snap_masked-265_pilon-processed-gene-59.81;Name=snap_masked-265_pilon-processed-gene-59.81,,,,,,,,,,,1,1,1,1,,,,1,1,6
ID=maker-265_pilon-snap-gene-70.104;Name=maker-265_pilon-snap-gene-70.104,,,,,,,,,,,1,1,1,,,,,,,3
ID=maker-265_pilon-snap-gene-101.42;Name=maker-265_pilon-snap-gene-101.42,,,,,,,,,,,1,,,,,,,,,1
ID=maker-825_pilon-snap-gene-9.27;Name=maker-825_pilon-snap-gene-9.27,,,,,,,,,,,1,,,,,,,,,1
ID=snap-425_pilon-processed-gene-4.44;Name=snap-425_pilon-processed-gene-4.44,,,,,,,,,,,1,,,,,,,,,1
ID=augustus_masked-356_pilon-abinit-gene-14.68;Name=augustus_masked-356_pilon-abinit-gene-14.68;score=0.08;target_length=1672832,,,,,,,,,,,1,1,,,1,,,,,3
ID=snap-417_pilon-processed-gene-1.133;Name=snap-417_pilon-processed-gene-1.133,,,,,,,,,,,1,1,1,,,,,1,1,5
ID=augustus-485_pilon-processed-gene-11.65;Name=augustus-485_pilon-processed-gene-11.65,,,,,,,,,,,1,,,,,,1,,,2
ID=maker-477_pilon-augustus-gene-16.76;Name=maker-477_pilon-augustus-gene-16.76,,,,,,,,,,,1,1,1,1,,,,,,4
ID=augustus_masked-872_pilon-processed-gene-1.32;Name=augustus_masked-872_pilon-processed-gene-1.32,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-836_pilon-processed-gene-1.17;Name=snap_masked-836_pilon-processed-gene-1.17,,,,,,,,,,,1,,,,,,,,,1
ID=snap_masked-836_pilon-processed-gene-2.47;Name=snap_masked-836_pilon-processed-gene-2.47,,,,,,,,,,,1,,,,,,,,,1
ID=maker-350_pilon-augustus-gene-14.2;Name=maker-350_pilon-augustus-gene-14.2,,,,,,,,,,,1,,,,,,,1,1,3
ID=maker-917_pilon-exonerate_protein2genome-gene-0.28;Name=maker-917_pilon-exonerate_protein2genome-gene-0.28,,,,,,,,,,,1,,,1,,,,,,2
ID=augustus-384_pilon-processed-gene-1.26;Name=augustus-384_pilon-processed-gene-1.26,,,,,,,,,,,1,,,,,,,,,1
ID=maker-384_pilon-snap-gene-1.119;Name=maker-384_pilon-snap-gene-1.119,,,,,,,,,,,1,,,,,,,,,1
ID=maker-384_pilon-augustus-gene-3.90;Name=maker-384_pilon-augustus-gene-3.90,,,,,,,,,,,1,1,1,1,,,,,,4
ID=snap_masked-346_pilon-processed-gene-3.3;Name=snap_masked-346_pilon-processed-gene-3.3,,,,,,,,,,,1,,,,,,,,,1
ID=maker-346_pilon-augustus-gene-16.58;Name=maker-346_pilon-augustus-gene-16.58,,,,,,,,,,,1,,,1,,,,1,,3
ID=snap_masked-705_pilon-processed-gene-4.67;Name=snap_masked-705_pilon-processed-gene-4.67,,,,,,,,,,,1,,,1,,,1,,,3
ID=snap-705_pilon-processed-gene-4.79;Name=snap-705_pilon-processed-gene-4.79,,,,,,,,,,,1,,,,1,,,,,2
ID=augustus-705_pilon-processed-gene-13.6;Name=augustus-705_pilon-processed-gene-13.6,,,,,,,,,,,1,1,1,,,,,,,3
ID=maker-705_pilon-augustus-gene-22.32;Name=maker-705_pilon-augustus-gene-22.32,,,,,,,,,,,1,1,1,,,,,,,3
ID=evm-705_pilon-processed-gene-27.0;Name=evm-705_pilon-processed-gene-27.0,,,,,,,,,,,1,1,,,,,,1,,3
ID=augustus-714_pilon-processed-gene-27.19;Name=augustus-714_pilon-processed-gene-27.19,,,,,,,,,,,1,,1,,,,,,,2
ID=maker-984_pilon-augustus-gene-10.79;Name=maker-984_pilon-augustus-gene-10.79,,,,,,,,,,,,1,1,,,,,,,2
ID=evm-314_pilon-processed-gene-28.0;Name=evm-314_pilon-processed-gene-28.0,,,,,,,,,,,,1,1,,,,1,,,3
ID=snap_masked-547_pilon-processed-gene-29.93;Name=snap_masked-547_pilon-processed-gene-29.93,,,,,,,,,,,,1,,,,,,1,,2
ID=maker-380_pilon-augustus-gene-12.34;Name=maker-380_pilon-augustus-gene-12.34,,,,,,,,,,,,1,,,,,,,,1
ID=maker-923_pilon-snap-gene-8.56;Name=maker-923_pilon-snap-gene-8.56,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-923_pilon-snap-gene-8.60;Name=maker-923_pilon-snap-gene-8.60,,,,,,,,,,,,1,,,,,,,,1
ID=maker-923_pilon-snap-gene-11.48;Name=maker-923_pilon-snap-gene-11.48,,,,,,,,,,,,1,,1,,,,,,2
ID=maker-72558_pilon-snap-gene-0.84;Name=maker-72558_pilon-snap-gene-0.84,,,,,,,,,,,,1,1,,,,,,,2
ID=snap-501_pilon-processed-gene-2.58;Name=snap-501_pilon-processed-gene-2.58,,,,,,,,,,,,1,1,,,,,,,2
ID=augustus_masked-501_pilon-processed-gene-9.15;Name=augustus_masked-501_pilon-processed-gene-9.15,,,,,,,,,,,,1,,,,,,,,1
ID=maker-377_pilon-augustus-gene-39.14;Name=maker-377_pilon-augustus-gene-39.14,,,,,,,,,,,,1,,,,,,,,1
ID=augustus-377_pilon-processed-gene-62.65;Name=augustus-377_pilon-processed-gene-62.65,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-428_pilon-exonerate_protein2genome-gene-9.19;Name=maker-428_pilon-exonerate_protein2genome-gene-9.19,,,,,,,,,,,,1,1,,,,,,,2
ID=snap-428_pilon-processed-gene-13.48;Name=snap-428_pilon-processed-gene-13.48,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-783_pilon-snap-gene-8.870;Name=maker-783_pilon-snap-gene-8.870,,,,,,,,,,,,1,1,1,,,,,,3
ID=augustus-268_pilon-processed-gene-7.19;Name=augustus-268_pilon-processed-gene-7.19,,,,,,,,,,,,1,,1,,,,1,1,4
ID=evm-268_pilon-processed-gene-43.72;Name=evm-268_pilon-processed-gene-43.72,,,,,,,,,,,,1,1,1,,,,,,3
ID=augustus-268_pilon-processed-gene-44.32;Name=augustus-268_pilon-processed-gene-44.32,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-268_pilon-augustus-gene-55.49;Name=maker-268_pilon-augustus-gene-55.49,,,,,,,,,,,,1,1,1,,,,,,3
ID=snap-445_pilon-processed-gene-27.67;Name=snap-445_pilon-processed-gene-27.67,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-445_pilon-snap-gene-111.55;Name=maker-445_pilon-snap-gene-111.55,,,,,,,,,,,,1,1,1,,,,,,3
ID=snap-920_pilon-processed-gene-53.8;Name=snap-920_pilon-processed-gene-53.8,,,,,,,,,,,,1,,,1,1,,1,,4
ID=augustus-263_pilon-processed-gene-2.63;Name=augustus-263_pilon-processed-gene-2.63,,,,,,,,,,,,1,1,,,,,,,2
ID=augustus_masked-263_pilon-processed-gene-4.90;Name=augustus_masked-263_pilon-processed-gene-4.90,,,,,,,,,,,,1,1,,,,,,,2
ID=snap_masked-263_pilon-processed-gene-5.79;Name=snap_masked-263_pilon-processed-gene-5.79,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-263_pilon-snap-gene-5.40;Name=maker-263_pilon-snap-gene-5.40,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-263_pilon-augustus-gene-6.37;Name=maker-263_pilon-augustus-gene-6.37,,,,,,,,,,,,1,,,,,,1,,2
ID=augustus-748_pilon-processed-gene-10.23;Name=augustus-748_pilon-processed-gene-10.23,,,,,,,,,,,,1,1,,,,,,,2
ID=maker-518_pilon-exonerate_protein2genome-gene-13.36;Name=maker-518_pilon-exonerate_protein2genome-gene-13.36,,,,,,,,,,,,1,,,,,,,,1
ID=snap-347_pilon-processed-gene-13.21;Name=snap-347_pilon-processed-gene-13.21,,,,,,,,,,,,1,1,,,,,,,2
ID=augustus-1036_pilon-processed-gene-3.18;Name=augustus-1036_pilon-processed-gene-3.18,,,,,,,,,,,,1,1,,,,,1,1,4
ID=augustus_masked-215_pilon-processed-gene-52.9;Name=augustus_masked-215_pilon-processed-gene-52.9,,,,,,,,,,,,1,1,,,,,,,2
ID=snap-215_pilon-processed-gene-53.227;Name=snap-215_pilon-processed-gene-53.227,,,,,,,,,,,,1,1,1,,,,,,3
ID=maker-453_pilon-snap-gene-14.71;Name=maker-453_pilon-snap-gene-14.71,,,,,,,,,,,,1,,,,,,,,1
