tanoak	dnds	GO_annotations	signature_descriptions	interpro_descriptions
maker-575_pilon-snap-gene-21.0	0.234347841359253	GO:0003676|GO:0005524	Helicase conserved C-terminal domain, DEAD/DEAH box helicase	Helicase, C-terminal, DEAD/DEAH box helicase domain
maker-575_pilon-snap-gene-23.122	NA	GO:0004576|GO:0006486|GO:0016020	Oligosaccharyl transferase STT3 subunit	Oligosaccharyl transferase, STT3 subunit
maker-208931_pilon-snap-gene-0.15	NA	GO:0006888|GO:0006890|GO:0070939	RINT-1 / TIP-1 family	RINT-1/Tip20
augustus-721_pilon-processed-gene-0.11	NA	GO:0016787	Survival protein SurE	Survival protein SurE-like phosphatase/nucleotidase
maker-721_pilon-augustus-gene-1.37	NA	GO:0003723|GO:0003735|GO:0005840|GO:0006412	Ribosomal protein S13/S18	Ribosomal protein S13
maker-721_pilon-augustus-gene-6.194	NA	GO:0004386	AAA domain	DNA2/NAM7 helicase-like, C-terminal, DNA2/NAM7 helicase, helicase domain
augustus-721_pilon-processed-gene-7.3	0.39502936993204	GO:0003824	Endonuclease/Exonuclease/phosphatase family	Endonuclease/exonuclease/phosphatase
evm-721_pilon-processed-gene-12.0	NA	GO:0004672|GO:0005524|GO:0006468	Ethylene-responsive protein kinase Le-CTR1, Leucine Rich repeats (2 copies), Protein kinase domain	-, Leucine rich repeat 4, Protein kinase domain
maker-721_pilon-snap-gene-13.61	0	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Ribosomal protein L20	Ribosomal protein L20
snap-721_pilon-processed-gene-14.60	0.324785356056723	GO:0003924|GO:0005525	ADP-ribosylation factor family	Small GTPase superfamily, ARF/SAR type
maker-313_pilon-snap-gene-1.73	NA	GO:0005515	Tetratricopeptide repeat	-, Tetratricopeptide repeat 1
maker-313_pilon-snap-gene-5.33	0.236917301960667	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-313_pilon-snap-gene-12.67	0.440155102250499	GO:0004190|GO:0006508|GO:0005515	Aspartyl protease, UBA/TS-N domain, Ubiquitin family	Aspartic peptidase, DDI1-type, Ubiquitin-associated domain, Ubiquitin-like domain
augustus-944_pilon-processed-gene-0.37	0.0319041971861011	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-374_pilon-snap-gene-1.70	NA	GO:0003700|GO:0006355|GO:0043565	WRKY DNA -binding domain, Plant zinc cluster domain	WRKY domain, Zn-cluster domain
maker-374_pilon-snap-gene-4.4	NA	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
maker-374_pilon-snap-gene-5.50	NA	GO:0008061|GO:0042742|GO:0050832	Chitin recognition protein, Barwin family	Chitin-binding, type 1, Barwin domain
augustus-357_pilon-processed-gene-2.3	0.567294835311956	GO:0015095|GO:0015693|GO:0016020	Magnesium transporter NIPA	Magnesium transporter NIPA
maker-357_pilon-snap-gene-12.1	0.326994377094305	GO:0000413|GO:0003755	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
maker-357_pilon-augustus-gene-12.77	NA	GO:0003779	Cofilin/tropomyosin-type actin-binding protein	Actin-depolymerising factor homology domain
maker-357_pilon-snap-gene-13.30	NA	GO:0005839|GO:0051603	Proteasome subunit	Proteasome, subunit alpha/beta
snap-357_pilon-processed-gene-15.48	NA	GO:0004672|GO:0005524|GO:0006468	Universal stress protein family, Protein kinase domain	UspA, Protein kinase domain
maker-357_pilon-snap-gene-15.108	0.0432582322171278	GO:0005515	WD domain, G-beta repeat, Histone-binding protein RBBP4 or subunit C of CAF1 complex	WD40 repeat, Histone-binding protein RBBP4, N-terminal
snap-357_pilon-processed-gene-18.76	NA	GO:0015267|GO:0016020|GO:0055085	Major intrinsic protein	Major intrinsic protein
maker-66149_pilon-augustus-gene-0.11	0.630999313603355	GO:0005525	AIG1 family, Translocase of chloroplast 159/132, membrane anchor domain	AIG1-type guanine nucleotide-binding (G) domain, Translocase of chloroplast 159/132, membrane anchor domain
augustus-69325_pilon-processed-gene-0.3	0.258144642654649	GO:0043531|GO:0007165	NB-ARC domain, TIR domain	NB-ARC, Toll/interleukin-1 receptor homology (TIR) domain
maker-352_pilon-snap-gene-0.72	NA	GO:0016747	Acetyltransferase (GNAT) family	GNAT domain
augustus-352_pilon-processed-gene-3.46	0.209311136548377	GO:0046872|GO:0005524|GO:0140658	Zinc finger, C3HC4 type (RING finger), Helicase conserved C-terminal domain, SNF2-related domain	Zinc finger, C3HC4 RING-type, Helicase, C-terminal, SNF2, N-terminal
maker-352_pilon-snap-gene-3.25	NA	GO:0003723|GO:0003743|GO:0006413	Translation initiation factor 1A / IF-1	RNA-binding domain, S1, IF1 type
maker-352_pilon-snap-gene-5.52	NA	GO:0003700|GO:0006355	bZIP transcription factor	Basic-leucine zipper domain
evm-352_pilon-processed-gene-6.42	NA	GO:0004553|GO:0005975	Alpha galactosidase C-terminal beta sandwich domain, Alpha galactosidase A	Alpha galactosidase, C-terminal beta sandwich domain, Glycoside hydrolase, family 27
maker-352_pilon-snap-gene-7.60	0.267085593281829	GO:0004784|GO:0006801|GO:0046872|GO:0003735|GO:0005840|GO:0006412	Iron/manganese superoxide dismutases, C-terminal domain, Iron/manganese superoxide dismutases, alpha-hairpin domain, Ribosomal protein S26e	Manganese/iron superoxide dismutase, C-terminal, Manganese/iron superoxide dismutase, N-terminal, Ribosomal protein S26e
snap-352_pilon-processed-gene-10.34	0.941220202769217	GO:0005515	BTB/POZ domain	BTB/POZ domain
maker-352_pilon-snap-gene-13.66	0.525716455620132	GO:0035091	Vps5 C terminal like, PX domain	Sorting nexin Vps5-like, C-terminal, Phox homology
maker-352_pilon-augustus-gene-15.131	NA	GO:0005515	Conserved region of Rad21 / Rec8 like protein, N terminus of Rad21 / Rec8 like protein	Rad21/Rec8-like protein, C-terminal, eukaryotic, Rad21/Rec8-like protein, N-terminal
snap-352_pilon-processed-gene-16.75	0.203839330976901	GO:0004842|GO:0016567|GO:0005515	U-box domain, Armadillo/beta-catenin-like repeat	U-box domain, Armadillo
augustus_masked-352_pilon-processed-gene-17.7	0.500680126867144	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-352_pilon-snap-gene-30.67	0.23668007242873	GO:0003677|GO:0006275	Proliferating cell nuclear antigen, N-terminal domain, Proliferating cell nuclear antigen, C-terminal domain	Proliferating cell nuclear antigen, PCNA, N-terminal, Proliferating cell nuclear antigen, PCNA, C-terminal
maker-352_pilon-snap-gene-31.30	NA	GO:0008270	RING-variant domain	Zinc finger, RING-CH-type
snap-352_pilon-processed-gene-36.5	NA	GO:0005515	WD domain, G-beta repeat	WD40 repeat
augustus_masked-352_pilon-processed-gene-37.61	0.518643964373329	GO:0016491	Amino acid kinase family, Aldehyde dehydrogenase family	Aspartate/glutamate/uridylate kinase, Aldehyde dehydrogenase domain
maker-352_pilon-snap-gene-37.54	0.464069630120246	GO:0005759	Mitochondrial glycoprotein	Mitochondrial glycoprotein
maker-352_pilon-augustus-gene-38.112	0.191917657934866	GO:0005515	BTB/POZ domain	BTB/POZ domain
snap-695_pilon-processed-gene-5.43	0.1929564266472	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), RNA recognition motif 2	RNA recognition motif domain, Mei2-like, C-terminal RNA recognition motif
maker-695_pilon-snap-gene-6.74	NA	GO:0005524	TCP-1/cpn60 chaperonin family	Chaperonin Cpn60/GroEL/TCP-1 family
augustus_masked-695_pilon-abinit-gene-9.4	0.428662054795161	GO:0004222|GO:0016020|GO:0071586	Type II CAAX prenyl endopeptidase Rce1-like, Cleavage site for pathogenic type III effector avirulence factor Avr	Type II CAAX prenyl endopeptidase Rce1-like, RIN4, pathogenic type III effector avirulence factor Avr cleavage site
maker-695_pilon-augustus-gene-22.5	0.504176561267023	GO:0003676|GO:0005524	Helicase conserved C-terminal domain, DEAD/DEAH box helicase	Helicase, C-terminal, DEAD/DEAH box helicase domain
maker-361_pilon-augustus-gene-7.3	NA	GO:0003676|GO:0004523|GO:0006364|GO:0019843	Reverse transcriptase-like, Brix domain	Ribonuclease H domain, Brix domain
maker-361_pilon-snap-gene-10.192	0.391071569991336	GO:0005515	Leucine rich repeat	Leucine-rich repeat
maker-361_pilon-augustus-gene-11.55	0.3246956143662	GO:0005515	F-box domain, F-box associated	F-box domain, F-box associated domain, type 1
augustus_masked-361_pilon-processed-gene-12.20	0.501338721410286	GO:0005515	F-box domain, F-box associated	F-box domain, F-box associated domain, type 1
augustus_masked-361_pilon-processed-gene-13.7	0.353741620282442	GO:0005515	F-box associated domain, F-box domain	F-box associated domain, type 3, F-box domain
augustus_masked-361_pilon-processed-gene-14.4	0.411277761565427	GO:0006952|GO:0016020	Mlo family	Mlo-related protein
augustus_masked-361_pilon-processed-gene-24.73	0.158842179290043	GO:0003723|GO:0003743|GO:0006413	Translation initiation factor 1A / IF-1	RNA-binding domain, S1, IF1 type
maker-361_pilon-snap-gene-31.39	NA	GO:0006631|GO:0016491|GO:0016616|GO:0070403	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain, 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	3-hydroxyacyl-CoA dehydrogenase, C-terminal, 3-hydroxyacyl-CoA dehydrogenase, NAD binding
snap-361_pilon-processed-gene-36.3	0.134726408855396	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-361_pilon-snap-gene-39.65	NA	GO:0033743	SelR domain	Peptide methionine sulphoxide reductase MrsB domain
snap-361_pilon-processed-gene-47.14	0.414677204209562	GO:0005524|GO:0016887	PHD-like zinc-binding domain, ATPase family associated with various cellular activities (AAA), AAA+ lid domain	-, ATPase, AAA-type, core, AAA ATPase, AAA+ lid domain
evm-684_pilon-processed-gene-0.77	0.886957511970252	GO:0005643|GO:0016973	GLE1-like protein	mRNA export factor GLE1-like
augustus-684_pilon-processed-gene-4.94	NA	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
snap_masked-67652_pilon-processed-gene-0.4	NA	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
snap_masked-378_pilon-processed-gene-3.57	0.536677011460834	GO:0005515	F-box domain	F-box domain
maker-378_pilon-augustus-gene-5.93	0.0992349629507857	GO:0004650|GO:0005975	Glycosyl hydrolases family 28	Glycoside hydrolase, family 28
augustus-378_pilon-processed-gene-11.121	0.491267929301575	GO:0008270	MULE transposase domain, SWIM zinc finger, FAR1 DNA-binding domain	MULE transposase domain, Zinc finger, SWIM-type, FAR1 DNA binding domain
augustus-378_pilon-processed-gene-11.124	0.277238405695374	GO:0008270	MULE transposase domain, SWIM zinc finger, FAR1 DNA-binding domain	MULE transposase domain, Zinc finger, SWIM-type, FAR1 DNA binding domain
augustus-378_pilon-processed-gene-15.18	0.796318921670894	GO:0004672|GO:0005524|GO:0006468	D-mannose binding lectin, Protein kinase domain, Cytosine specific DNA methyltransferase replication foci domain	Bulb-type lectin domain, Protein kinase domain, DNA (cytosine-5)-methyltransferase 1, replication foci domain
maker-429_pilon-snap-gene-1.53	NA	GO:0006629|GO:0008374	Lecithin:cholesterol acyltransferase	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase
maker-429_pilon-snap-gene-1.63	NA	GO:0006886|GO:0016192	Vacuolar sorting protein 39 domain 2, Vacuolar sorting protein 39 domain 1, CNH domain, Region in Clathrin and VPS	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 2, Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1, Citron homology (CNH) domain, Clathrin, heavy chain/VPS, 7-fold repeat
maker-429_pilon-snap-gene-4.10	0.437164515521513	GO:0016020|GO:0030001|GO:0046873|GO:0055085	ZIP Zinc transporter	Zinc/iron permease
snap-429_pilon-processed-gene-9.22	0.104779995914624	GO:0005384|GO:0030026	VIT family	Ccc1 family
maker-429_pilon-snap-gene-11.70	NA	GO:0005515	F-box domain, Tub family	F-box domain, Tubby, C-terminal
maker-429_pilon-augustus-gene-11.37	NA	GO:0003700|GO:0006355	Putative serine esterase (DUF676), bZIP transcription factor, Protein FAM135	Domain of unknown function DUF676, lipase-like, Basic-leucine zipper domain, Protein FAM135
maker-429_pilon-augustus-gene-15.18	NA	GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	Zinc finger, CCCH-type
maker-71585_pilon-snap-gene-1.3	NA	GO:0004674|GO:0016020|GO:0030247	Wall-associated kinase, Wall-associated receptor kinase galacturonan-binding	Wall-associated receptor kinase, Wall-associated receptor kinase, galacturonan-binding domain
maker-492_pilon-augustus-gene-4.48	NA	GO:0003777|GO:0005524|GO:0007018|GO:0008017	Kinesin motor domain	Kinesin motor domain
maker-492_pilon-snap-gene-4.66	0.373864442220936	GO:0005515	Domain of unknown function (DUF3337), WD domain, G-beta repeat	WDR48/Bun107, WD40 repeat
augustus_masked-686_pilon-processed-gene-6.3	0.543607108327358	GO:0008168	Putative S-adenosyl-L-methionine-dependent methyltransferase	Putative S-adenosyl-L-methionine-dependent methyltransferase
maker-74067_pilon-snap-gene-1.41	NA	GO:0004553|GO:0005975	Alpha galactosidase A, Alpha galactosidase C-terminal beta sandwich domain	Glycoside hydrolase, family 27, Alpha galactosidase, C-terminal beta sandwich domain
maker-66045_pilon-augustus-gene-0.51	0.413470484043106	GO:0003677|GO:0003918|GO:0005524|GO:0006265	DNA gyrase B	DNA topoisomerase, type IIA, subunit B, domain 2
augustus-73166_pilon-processed-gene-0.10	0.913325964980792	GO:0043531	NB-ARC domain, Rx N-terminal domain	NB-ARC, Rx, N-terminal
snap_masked-426_pilon-processed-gene-5.37	0.371533437349497	GO:0008168	Putative S-adenosyl-L-methionine-dependent methyltransferase	Putative S-adenosyl-L-methionine-dependent methyltransferase
maker-426_pilon-snap-gene-8.96	NA	GO:0016491|GO:0016651|GO:0051536	2Fe-2S iron-sulfur cluster binding domain, Molybdopterin oxidoreductase, NADH-ubiquinone oxidoreductase subunit G, C-terminal, NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	-, Molybdopterin oxidoreductase, NADH-quinone oxidoreductase, chain G, C-terminal, NADH:ubiquinone oxidoreductase, subunit G, iron-sulphur binding
maker-606_pilon-augustus-gene-0.61	0.587881514614908	GO:0016787	Calcineurin-like phosphoesterase	Calcineurin-like phosphoesterase domain, ApaH type
maker-606_pilon-snap-gene-13.2	NA	GO:0003824	Enoyl-CoA hydratase/isomerase	Enoyl-CoA hydratase/isomerase
maker-606_pilon-augustus-gene-18.13	NA	GO:0004252|GO:0006465	Signal peptidase, peptidase S26	Peptidase S26
snap-606_pilon-processed-gene-30.35	0.394133554743406	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-606_pilon-augustus-gene-38.17	NA	GO:0003968	RNA dependent RNA polymerase	RNA-dependent RNA polymerase, eukaryotic-type
maker-606_pilon-snap-gene-48.7	0.537365063884482	GO:0030599|GO:0042545	Pectinesterase	Pectinesterase, catalytic
maker-606_pilon-augustus-gene-50.42	0.228973756019263	GO:0004553|GO:0005975	Glycosyl hydrolases family 17, X8 domain	Glycoside hydrolase family 17, X8 domain
maker-606_pilon-snap-gene-62.24	NA	GO:0003723|GO:0006396|GO:0008173	SpoU rRNA Methylase family	tRNA/rRNA methyltransferase, SpoU type
maker-606_pilon-augustus-gene-63.73	NA	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-606_pilon-augustus-gene-65.95	NA	GO:0003700|GO:0006355	bZIP transcription factor	Basic-leucine zipper domain
augustus_masked-606_pilon-processed-gene-68.25	0.336285899774466	GO:0003723	RRM-like domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	PTBP1-like, RNA recognition motif 2, RNA recognition motif domain, -
augustus-606_pilon-processed-gene-70.79	0.937752600091969	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-606_pilon-augustus-gene-74.61	0.412501563276538	GO:0004181|GO:0006508|GO:0008270	Zinc carboxypeptidase	Peptidase M14, carboxypeptidase A
maker-606_pilon-snap-gene-77.90	NA	GO:0003676|GO:0005524|GO:0003723	DEAD/DEAH box helicase, Poly-adenylate binding protein, unique domain	DEAD/DEAH box helicase domain, Polyadenylate-binding protein/Hyperplastic disc protein
snap-606_pilon-processed-gene-82.2	0.453174994649941	GO:0031124|GO:0003723	Hinge domain of cleavage stimulation factor subunit 2, Transcription termination and cleavage factor C-terminal, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	Cleavage stimulation factor subunit 2, hinge domain, Transcription termination and cleavage factor, C-terminal domain, RNA recognition motif domain
snap_masked-606_pilon-processed-gene-90.61	0.351127110580255	GO:0015031	Regulator of Vps4 activity in the MVB pathway	Vacuolar protein sorting-associated protein Ist1
maker-606_pilon-snap-gene-92.90	0.958906594724887	GO:0003676|GO:0005524	Helicase conserved C-terminal domain, DEAD/DEAH box helicase	Helicase, C-terminal, DEAD/DEAH box helicase domain
maker-606_pilon-augustus-gene-96.61	0.603356458766456	GO:0005515	FHA domain	Forkhead-associated (FHA) domain
maker-606_pilon-augustus-gene-96.62	NA	GO:0016746	2-oxoacid dehydrogenases acyltransferase (catalytic domain), Biotin-requiring enzyme, e3 binding domain	2-oxoacid dehydrogenase acyltransferase, catalytic domain, Biotin/lipoyl attachment, Peripheral subunit-binding domain
maker-338_pilon-augustus-gene-5.75	0.879880825172062	GO:0003735|GO:0005840|GO:0006412|GO:0016020|GO:0022857|GO:0055085	Ribosomal protein L23, Sugar (and other) transporter	Ribosomal protein L25/L23, Major facilitator,  sugar transporter-like
maker-338_pilon-snap-gene-9.64	0.410115575568238	GO:0003824	PHP domain	PHP domain
augustus_masked-338_pilon-processed-gene-15.136	1.75000712107353	GO:0005515	F-box domain, F-box associated domain	F-box domain, F-box associated domain, type 3
snap-72079_pilon-processed-gene-0.77	0.642168298744901	GO:0043531	NB-ARC domain	NB-ARC
maker-72079_pilon-snap-gene-0.0	NA	GO:0005737|GO:0120009|GO:0120013	Glycolipid transfer protein (GLTP)	Glycolipid transfer protein domain
maker-761_pilon-snap-gene-1.54	0.711916137824297	GO:0003677|GO:0005524|GO:0016787	Type III restriction enzyme, res subunit, Helicase conserved C-terminal domain	Helicase/UvrB, N-terminal, Helicase, C-terminal
maker-761_pilon-augustus-gene-2.102	0.334743679389226	GO:0003746|GO:0006414	Elongation factor 1 gamma, conserved domain, Glutathione S-transferase, N-terminal domain, Glutathione S-transferase, C-terminal domain	Elongation factor 1B gamma, C-terminal, Glutathione S-transferase, N-terminal, Glutathione S-transferase, C-terminal
snap-334_pilon-processed-gene-0.1	0.346616453086081	GO:0005509	EF hand	EF-hand domain
snap_masked-72233_pilon-processed-gene-0.33	1.03486699928524	GO:0043531	NB-ARC domain	NB-ARC
maker-373_pilon-snap-gene-2.19	0.378399535761742	GO:0001522|GO:0003723|GO:0009451|GO:0009982	RNA pseudouridylate synthase	Pseudouridine synthase, RsuA/RluA-like
snap-764_pilon-processed-gene-2.25	1.51142122514404	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
maker-376_pilon-snap-gene-2.35	0.749812618745921	GO:0015267|GO:0016020|GO:0055085	Major intrinsic protein	Major intrinsic protein
augustus-376_pilon-processed-gene-6.60	0.306816305992882	GO:0042393|GO:0005524|GO:0140658	Helicase conserved C-terminal domain, Snf2-ATP coupling, chromatin remodelling complex, SNF2-related domain	Helicase, C-terminal, Snf2, ATP coupling domain, SNF2, N-terminal
